"Name","Team","AB","AVG","OBP","SLG","OPS","H","BB","R","RBI","1B","2B","3B","HR","IBB","SO","HBP","SF","GDP","SB","GB","FB","Balls","Strikes","BB%","K%","BB/K","ISO","BABIP","GB/FB","wOBA","Bat","Fld","BsR","WAR","Dol","Barrels","Barrel%","xwOBA","playerid"
"Kevin Padlo","- - -","33",".121",".147",".152",".299","4","1","0","3","3","1","0","0","0","10","0","0","2","0","10","11","45","87","2.9%","29.4%","0.10",".030",".174","0.91",".135","-4.6","-1.6","-0.3","-0.6","($4.8)","0","0.0%",".177","16593"
"Jose Rojas","LAA","56",".125",".140",".161",".301","7","0","1","1","5","2","0","0","0","19","1","0","1","0","12","18","62","166","0.0%","33.3%","0.00",".036",".189","0.67",".134","-7.9","1.0","-0.3","-0.6","($4.7)","1","2.7%",".182","19331"
"Bryce Johnson","SFG","18",".111",".158",".111",".269","2","1","1","2","2","0","0","0","0","7","0","0","0","0","4","3","16","41","5.3%","36.8%","0.14",".000",".182","1.33",".129","-2.7","1.1","0.2","-0.1","($0.7)","0","0.0%",".181","20002"
"Yonny Hernandez","ARI","24",".083",".154",".083",".237","2","2","2","0","2","0","0","0","0","4","0","0","0","2","14","1","37","80","7.1%","14.3%","0.50",".000",".100","14.00",".121","-4.3","-0.3","0.8","-0.3","($2.3)","0","0.0%",".202","19432"
"Israel Pineda","WSN","13",".077",".143",".077",".220","1","1","1","0","1","0","0","0","0","7","0","0","0","0","3","2","10","33","7.1%","50.0%","0.14",".000",".167","1.50",".112","-2.2","-0.1","0.0","-0.2","($1.4)","0","0.0%",".131","22906"
"Zack Short","DET","9",".000",".154",".000",".154","0","2","2","2","0","0","0","0","0","5","0","2","0","1","0","6","20","32","15.4%","38.5%","0.40",".000",".000","0.00",".106","-2.1","0.1","0.8","-0.1","($0.7)","2","33.3%",".232","19562"
"Bobby Bradley","CLE","17",".118",".118",".118",".235","2","0","1","0","2","0","0","0","0","9","0","0","0","0","5","2","19","45","0.0%","52.9%","0.00",".000",".250","2.50",".104","-2.8","-1.0","0.0","-0.4","($3.0)","0","0.0%",".144","17278"
"Billy Hamilton","- - -","20",".050",".136",".050",".186","1","2","13","0","1","0","0","0","0","12","0","0","0","10","1","4","29","58","8.7%","52.2%","0.17",".000",".125","0.25",".103","-3.7","-0.4","3.0","-0.1","($0.9)","0","0.0%",".196","10199"
"Jose Godoy","- - -","20",".050",".136",".050",".186","1","2","3","1","1","0","0","0","0","9","0","0","0","0","5","2","26","61","9.1%","40.9%","0.22",".000",".091","2.50",".103","-3.6","0.3","0.2","-0.2","($1.6)","0","0.0%",".158","15808"
"Lucius Fox","WSN","25",".080",".115",".080",".195","2","1","2","2","2","0","0","0","0","9","0","0","1","1","12","3","36","73","3.6%","32.1%","0.11",".000",".125","4.00",".094","-4.9","-2.3","0.3","-0.6","($4.7)","1","5.6%",".182","18899"
"Tim Beckham","MIN","25",".080",".080",".080",".160","2","0","1","1","2","0","0","0","0","9","0","0","2","0","13","2","30","61","0.0%","36.0%","0.00",".000",".125","6.50",".071","-4.7","-0.7","-0.4","-0.6","($4.6)","0","0.0%",".181","7949"
"Christian Lopes","OAK","9",".000",".100",".000",".100","0","1","0","0","0","0","0","0","0","5","0","0","0","0","1","1","16","31","10.0%","50.0%","0.20",".000",".000","1.00",".069","-1.8","-0.3","0.1","-0.2","($1.6)","0","0.0%",".222","13472"
"Travis Shaw","BOS","19",".000",".000",".000",".000","0","0","0","0","0","0","0","0","0","7","0","0","0","0","2","7","22","59","0.0%","36.8%","0.00",".000",".000","0.29",".000","-4.8","-1.5","0.1","-0.6","($5.1)","0","0.0%",".081","11982"
"Aaron Whitefield","LAA","11",".000",".000",".000",".000","0","0","0","0","0","0","0","0","0","5","0","0","0","0","4","0","18","30","0.0%","45.5%","0.00",".000",".000","4.00",".000","-2.7","0.7","-0.1","-0.2","($1.5)","1","16.7%",".189","19938"
